0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100
0;0;0;0;0;0;0;0;0;0000010000000000000000000000000000000010000000000000000000000000000000000000000000000000100
0;0;0;0;0;0;0;0;0;0000010000000000000000000000000000000010000000000000000000000000000100000000000000000000100
0;0;0;0;0;0;0;0;0;0000010000000000000000000000001000000010000000000000000000000000000100000000000000000000100
0;0;0;0;0;0;0;0;0;0000010000000000000000000000001000000010000000000001000000000000000100000000000000000000100
0;0;0;0;0;0;0;0;0;0000010000000000000000000000001000000010000000000001000000000000100100000000000000000000100
0;0;0;0;0;0;0;0;0;0000010000000000001000000000001000000010000000000001000000000000100100000000000000000000100
0;0;0;0;0;0;0;0;0;0000010000000100001000000000001000000010000000000001000000000000100100000000000000000000100
