0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000
0;0;0;0;0;0;0;0;0;0000000000000000000000000000000000000000001000000000000001000000000000000000000000000100000
0;0;0;0;0;0;0;0;0;0001000000000000000000000000000000000000001000000000000001000000000000000000000000000100000
0;0;0;0;0;0;0;0;0;0001000000000000000000000000000000000000001000000000000001000000000000000000000000000110000
0;0;0;0;0;0;0;0;0;0001000000000000000000000000000000000000001000000000000001000000000000000000000000100110000
0;0;0;0;0;0;0;0;0;0001000000000000100000000000000000000000001000000000000001000000000000000000000000100110000
0;0;0;0;0;0;0;0;0;0001000000000000100000000000001000000000001000000000000001000000000000000000000000100110000
0;0;0;0;0;0;0;0;0;0001000000000000100000000000001000000000001000000100000001000000000000000000000000100110000
